Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Regular,FDM04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.047387144,9.195,508.666,5
Regular,FDS04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.147492524,10.195,1.415.838,5
Regular,FDV28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.1,351.558,5
Regular,FDU19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047036036,8.77,1.705.422,5
Regular,FDE56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160095901,17.25,615.194,5
Regular,FDI07,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.033951827,12.35,1.972.426,5
Regular,FDU15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,13.65,366.532,5
Regular,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172446822,18.6,471.376,5
Regular,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.065890998,19.35,1.670.816,5
Regular,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.067083367,7.645,440.112,5
Regular,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038167453,13.15,894.856,5
Regular,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.005620213,19.2,2.266.062,5
low fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076164013,16.75,340.532,5
reg,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.043402224,11.35,1.970.742,5
reg,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.13283066,12.15,1.906.872,5
reg,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.124410284,6.385,343.874,5
LF,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071064499,7.27,1.144.518,5
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047178116,9.8,994.016,5
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130390458,14.3,772.328,5
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095140088,15.1,1.599.604,5
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055347985,18.85,1.315.284,5
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060688248,20.35,2.342.616,5
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092576144,4.785,1.210.098,5
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151376958,7,108.228,5
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031938828,7.655,1.141.492,5
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028357839,7.96,1.632.894,5
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042641788,18.85,257.833,5
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.169776346,20.7,1.844.266,5
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127517605,14.3,860.224,5
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346224,20.5,729.696,5
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038721734,8.185,1.158.808,5
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087436672,12.6,1.099.228,5
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048009081,10.5,1.570.946,5
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092865746,5.32,1.006.674,5
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041729735,12.35,363.216,5
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089761211,14.5,1.594.604,5
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016104504,18.85,1.302.626,5
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029638267,9.6,426.086,5
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055829496,15.1,1.402.496,5
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033592687,15.2,1.081.912,5
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.75,2.133.218,5
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236497,19.1,1.723.422,5
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013363902,16.35,106.128,5
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039484739,8.395,979.042,5
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107870997,9.195,1.812.634,5
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054046706,20.35,1.195.466,5
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049295686,21,1.944.478,5
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159304333,9.395,226.172,5
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03722507,15.7,1.824.634,5
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121563385,6.715,437.454,5
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024891881,10.3,1.709.422,5
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058719726,11.65,1.711.422,5
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072141818,8.71,1.833.924,5
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11454343,15.7,1.137.202,5
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018019662,19.75,181.566,5
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018926773,15.7,602.536,5
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059790095,20.2,1.274.678,5
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024536636,5.63,1.061.306,5
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022054553,9.5,1.954.452,5
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008734284,15.7,207.898,5
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005962753,5.34,1.024.358,5
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105276162,15.6,1.732.764,5
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.220111117,11.65,1.530.024,5
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.02528802,5.48,83.325,5
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044991876,10.895,107.228,5
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.178622919,9.8,177.937,5
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.113953562,16.35,1.982.426,5
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.117580062,8.01,366.532,5
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.195721125,10.3,156.463,5
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.032606181,14.8,1.935.794,5
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.20168772,8.39,1.628.868,5
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211306673,17,1.251.362,5
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.13564792,14.8,1.908.846,5
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.063081713,15.6,1.257.704,5
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.016804724,17.6,1.634.552,5
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175545889,17.6,1.636.868,5
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105265475,12.65,1.599.578,5
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.051544658,13.85,1.425.154,5
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.02442574,18.7,529.324,5
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.191603334,5.425,870.514,5
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.214681063,14.5,1.027.332,5
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.190569038,12.8,1.387.838,5
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.076097035,18.5,1.458.102,5
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143670179,15.5,484.692,5
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267565911,16.85,1.941.478,5
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.238831875,18,882.514,5
Low Fat,FDW23,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.081944045,5.765,367.164,5
Low Fat,FDW59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.020698674,13.15,863.566,5
Low Fat,DRF27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.028393624,8.93,153.434,5
Low Fat,FDB15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.136696892,10.895,2.645.568,5
Low Fat,FDG16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.089742065,15.25,2.137.192,5
Low Fat,FDJ04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.124348482,18,1.183.124,5
Low Fat,FDJ32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.057744249,10.695,612.536,5
Low Fat,FDM56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.070133177,16.7,1.098.912,5
Low Fat,FDB45,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.021312043,20.85,1.049.306,5
Low Fat,DRJ23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.041634206,18.35,1.881.872,5
Low Fat,NCN06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.120396991,8.39,1.634.868,5
Low Fat,NCF43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.05190268,8.51,142.247,5
Low Fat,NCG07,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.052458358,12.3,188.753,5
Low Fat,NCB55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.160529322,15.7,592.562,5
Low Fat,NCN30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.016979063,16.35,97.441,5
Low Fat,FDF22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056783389,6.865,2.145.218,5
Low Fat,FDQ10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.03315162,12.85,1.706.422,5
Low Fat,DRK13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.11507174,11.8,1.982.084,5
Low Fat,DRL37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.053327763,15.5,44.477,5
Regular,FDL38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.014720848,13.8,899.172,5
Regular,FDV13,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.02758789,17.35,861.856,5
Regular,FDX04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.041536962,19.6,460.376,5
Regular,FDF53,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.083536989,20.75,1.803.318,5
Regular,FDD21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,10.3,1.150.176,5
Regular,FDO20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.152001201,12.85,2.523.382,5
Regular,FDC21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.042923071,14.6,1.098.254,5
Regular,FDV19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.035227697,14.85,1.595.578,5
Regular,FDW43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.022406575,20.1,2.259.036,5
Regular,FDO46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.014200671,9.6,1.871.872,5
reg,FDT10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.061992874,16.7,609.562,5
reg,FDB23,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.005583951,19.2,2.269.062,5
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095545715,15.1,1.573.604,5
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021811987,12.15,1.636.184,5
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063432676,6.425,1.328.626,5
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244343,13,779.986,5
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045168898,15.6,2.429.854,5
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045492697,19.1,403.138,5
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046043736,10,140.618,5
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039454924,18.6,2.440.802,5
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049520593,18.2,1.473.734,5
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036287517,20.5,1.212.756,5
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044430561,18.25,174.208,5
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046749112,7.27,1.004.384,5
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050256604,8.76,1.273.336,5
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035336287,10.6,870.224,5
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091857904,5.825,1.607.894,5
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110739031,8.275,1.033.306,5
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076866235,12.3,247.146,5
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034813556,16.35,128.402,5
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014280554,20.25,1.480.418,5
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123531974,12.65,1.082.938,5
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02586664,18.5,889.172,5
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036184755,18.85,585.562,5
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009816092,9.06,211.856,5
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057062186,6.865,2.120.218,5
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074648119,9.5,2.533.724,5
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100055625,10,1.133.544,5
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067148407,14.1,2.004.084,5
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057546914,15.85,558.956,5
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041112694,16,1.399.496,5
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156012631,21.25,177.337,5
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,7.97,1.720.422,5
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063146492,12.65,1.596.578,5
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114318263,12.8,1.422.838,5
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029283081,9.695,175.137,5
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030211742,13,59.322,5
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,14.5,410.454,5
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162093059,15,1.825.266,5
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184041545,18.25,110.157,5
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011419301,6.115,910.488,5
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06407717,9.8,1.167.492,5
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014885998,20.35,2.344.958,5
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042153502,6.785,440.112,5
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009979271,14.85,155.763,5
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038685176,16.7,1.466.102,5
Low Fat,FDI14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.089243504,0,1.392.496,5
Low Fat,FDU25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026552056,0,562.246,5
Low Fat,FDC53,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.008792907,0,967.384,5
Low Fat,FDD28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053038775,0,595.904,5
Low Fat,FDO40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032470108,0,1.489.392,5
Low Fat,FDT40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.095331433,0,1.255.678,5
Low Fat,FDD33,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,0,2.319.642,5
Low Fat,FDW20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.024032484,0,124.973,5
Low Fat,DRN47,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.016745264,0,180.766,5
Low Fat,NCY53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.058198141,0,1.104.544,5
Low Fat,NCE19,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.092564193,0,534.956,5
Low Fat,NCE55,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.12929931,0,178.237,5
Low Fat,NCG43,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.073879939,0,940.462,5
Low Fat,NCH06,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.076183667,0,245.646,5
Low Fat,NCM30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.066969525,0,392.796,5
Low Fat,NCN42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014153743,0,1.456.418,5
Low Fat,NCU42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.019412192,0,1.665.474,5
Low Fat,NCJ19,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.117607719,0,552.588,5
Low Fat,FDD46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.140571971,0,1.547.998,5
Low Fat,FDL33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.099478451,0,1.944.452,5
Low Fat,FDP09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033725743,0,2.116.902,5
Low Fat,DRL37,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053113721,0,44.377,5
Regular,FDE36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,0,1.655.868,5
Regular,FDG12,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.006295472,0,1.224.098,5
Regular,FDU24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.139484292,0,94.312,5
Regular,FDK25,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.156072361,0,1.693.474,5
Regular,FDB14,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.102226474,0,91.312,5
Regular,FDH50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.160653682,0,1.852.266,5
Regular,FDZ02,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.037962696,0,975.726,5
Regular,FDH05,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.090473389,0,2.297.984,5
Regular,FDT19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.144338493,0,172.108,5
Regular,FDW19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.038313981,0,109.957,5
Regular,FDR51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.172629683,0,1.484.708,5
Regular,FDY34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.010928678,0,1.670.842,5
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069196376,9,543.614,4.9
Regular,FDG35,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.00704098,21.2,1.735.738,4.9
Low Fat,FDS52,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.009585169,0,1.025.016,4.9
Low Fat,FDR21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.066935459,19.7,177.537,4.9
Regular,FDQ36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,7.855,383.848,4.9
Regular,FDE20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.005530516,11.35,171.179,4.9
Regular,FDO20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0,12.85,2.523.382,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034376537,16.1,2.561.356,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053279839,6.65,1.477.734,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.050808821,5.175,336.874,4.9
Regular,FDN04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.014075334,11.8,1.768.344,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016176344,8.51,1.921.478,4.9
reg,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029680868,6.71,650.142,4.9
Low Fat,FDW28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.088394115,0,1.947.452,4.9
Low Fat,NCL53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,0,1.754.028,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115857223,8.31,1.791.028,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.056816465,18.5,1.321.284,4.8
Regular,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.134975628,13.65,2.600.936,4.8
Regular,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076354362,12.65,1.921.846,4.8
Regular,FDY56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.062411404,16.35,2.259.062,4.8
Regular,FDR36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.121485195,6.715,402.454,4.8
Regular,FDY22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160624116,16.5,1.438.128,4.8
Low Fat,FDD36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.021170542,0,1.176.124,4.8
Low Fat,FDP19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.5,1.284.652,4.8
Low Fat,FDF20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033271818,12.85,1.965.768,4.8
Low Fat,NCB31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.118858866,6.235,263.291,4.8
Low Fat,DRE12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.070890602,4.59,111.686,4.8
Low Fat,DRK01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061159246,7.63,925.436,4.8
Regular,FDE20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.005539114,11.35,167.879,4.8
Regular,FDJ34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093801337,11.8,1.260.704,4.8
LF,FDH41,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.143591586,0,2.135.534,4.8
Low Fat,FDQ12,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.061999648,0,230.001,4.8
Low Fat,FDZ27,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0,0,51.235,4.8
Low Fat,FDI22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.168455549,0,2.110.612,4.8
Regular,FDW02,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.066006824,0,1.262.704,4.8
Regular,FDR15,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.058545606,0,1.558.314,4.8
Regular,FDN34,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.080127283,0,1.687.132,4.8
